time_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,battery[V],last_motion[s]
50.01,-1481,762,16679,-2,-28,9,0.00,0.20
50.00,-712,386,16174,-30,-15,7,0.00,0.25
50.01,-1882,1475,16521,-61,5,15,0.00,0.30
49.98,-2645,1978,15669,-53,22,22,0.00,0.35
50.03,-2788,2083,15637,-55,9,21,0.00,0.40
49.98,-2801,2448,15723,-69,17,13,0.00,0.45
50.00,-4410,3188,16297,-104,67,5,0.00,0.50
50.06,-5607,4036,15439,-159,113,-4,0.00,0.55
49.97,-4321,3377,15440,-198,135,-6,0.00,0.60
49.95,-2898,2604,15371,-205,156,3,0.00,0.65
50.04,422,302,15519,-139,56,23,0.00,0.70
49.98,373,478,17624,-46,21,12,0.00,0.75
49.99,148,-105,16628,9,-23,10,0.00,0.00
50.02,3780,-146,17507,-12,3,21,0.00,0.05
50.00,312,-1259,19663,10,75,-26,0.00,0.00
49.98,-654,-3445,7251,51,-105,-7,0.00,0.00
50.02,5122,4365,18397,97,-182,51,0.00,0.00
49.99,1400,-1144,17516,42,-37,17,0.00,0.00
50.00,2022,-2125,13793,44,-98,32,0.00,0.00
50.05,-635,1060,17814,33,-6,4,0.00,0.00
49.99,1136,344,16408,-6,3,6,0.00,0.00
49.94,968,952,16877,10,-13,5,0.00,0.05
50.04,1028,288,16316,-10,-24,11,0.00,0.10
49.98,1101,539,17266,57,-67,9,0.00,0.15
49.99,2175,530,16988,46,-72,17,0.00,0.20
50.02,-2229,-563,16493,101,-10,-16,0.00,0.25
50.00,-582,-1144,16846,79,-66,7,0.00,0.30
49.98,507,172,16694,43,-34,5,0.00,0.35
50.04,131,373,15539,10,10,1,0.00,0.40
49.96,102,-1074,15796,1,0,2,0.00,0.00
50.01,278,-204,16346,0,12,-4,0.00,0.05
50.05,-111,-426,16367,3,2,-2,0.00,0.10
49.97,71,-620,16211,-7,3,-2,0.00,0.15
49.96,1276,-359,15854,-53,33,1,0.00,0.20
50.00,-56,-180,16199,-52,53,1,0.00,0.25
50.02,684,174,17077,-41,29,11,0.00,0.30
50.00,356,-1047,16262,-26,28,9,0.00,0.35
49.98,105,-79,16596,10,1,3,0.00,0.40
50.03,363,-409,17010,52,-20,5,0.00,0.45
49.98,248,-1216,17177,43,-25,5,0.00,0.50
49.99,589,-439,17426,10,11,-3,0.00,0.55
50.02,-15,232,16307,-31,63,-9,0.00,0.60
50.00,1106,-418,15891,-85,60,9,0.00,0.65
49.98,1207,-727,16656,-124,90,8,0.00,0.70
50.09,945,-734,17484,-144,108,9,0.00,0.75
49.92,1235,-570,16441,-129,99,13,0.00,0.80
49.99,659,-1074,15625,-94,73,15,0.00,0.85
50.02,1287,-1692,16878,-69,69,12,0.00,0.90
49.99,2166,-1929,15401,-57,90,25,0.00,0.95
49.98,4304,-881,19231,-47,41,12,0.00,1.00
50.02,3353,-3069,16021,14,7,9,0.00,0.00
50.00,2695,-4783,18155,34,-18,7,0.00,0.05
49.99,4426,-2563,18654,-20,0,-2,0.00,0.00
50.01,2516,-486,18089,-42,2,-8,0.00,0.00
50.01,-757,2856,17032,-58,-29,-5,0.00,0.05
49.97,-516,2198,16397,-41,-38,-18,0.00,0.10
50.08,-790,1354,17652,-7,-45,-21,0.00,0.00
49.94,-1944,495,16652,23,-35,-30,0.00,0.05
49.99,-1903,1310,15630,13,-23,-37,0.00,0.10
50.00,-633,1148,17262,35,-32,-29,0.00,0.00
50.01,-1495,752,16380,16,-15,-30,0.00,0.05
49.98,-1740,1248,17202,-28,-15,-34,0.00,0.10
50.04,-1376,1294,15581,-35,-34,-25,0.00,0.15
49.97,-3445,2331,16275,4,-66,-21,0.00,0.00
50.03,-3162,3125,16261,34,-80,-16,0.00,0.05
49.97,-4355,4355,16181,60,-75,-15,0.00,0.10
50.01,-4580,4709,15054,47,-55,-16,0.00,0.15
50.06,-3671,3652,15915,57,-64,-2,0.00,0.20
49.97,-1635,1604,16143,51,-41,0,0.00,0.25
49.95,-1698,994,17057,29,-30,5,0.00,0.30
50.04,172,-105,16786,61,-51,7,0.00,0.35
49.98,-532,-1283,18017,45,-30,4,0.00,0.40
49.99,606,-2863,19422,68,4,-15,0.00,0.00
50.00,-2107,772,16835,141,-36,-17,0.00,0.00
50.02,405,-2255,16969,140,-162,9,0.00,0.00
49.98,1056,1079,14573,176,-178,8,0.00,0.05
50.02,-2478,-1138,17010,74,9,-6,0.00,0.00
49.99,1484,489,17904,11,-27,13,0.00,0.05
50.00,66,-841,15221,-1,-19,9,0.00,0.00
50.05,668,-1139,15621,-39,20,9,0.00,0.00
49.99,1056,-45,16432,-28,45,-4,0.00,0.05
49.94,922,317,16578,-81,102,-11,0.00,0.10
50.04,1193,808,16744,-83,87,-12,0.00,0.15
49.98,431,272,17555,-44,46,-8,0.00,0.20
49.99,69,-315,17522,-29,27,-8,0.00,0.25
50.02,-143,-143,17193,-23,19,-8,0.00,0.30
50.00,30,-343,16781,14,-20,-4,0.00,0.35
49.98,34,-1141,17311,-17,-3,-6,0.00,0.40
50.04,-279,75,16855,-62,36,-7,0.00,0.45
49.96,504,-29,16785,-24,2,-4,0.00,0.50
50.01,373,-213,16068,-24,20,-10,0.00,0.55
50.05,579,-342,16339,-47,35,-2,0.00,0.60
49.98,709,-107,16304,-75,67,-2,0.00,0.65
49.95,-67,-45,16597,-81,84,-2,0.00,0.70
50.02,655,-299,16512,-47,40,5,0.00,0.75
50.00,46,164,16513,-38,36,4,0.00,0.80
50.01,524,-1008,16215,-46,49,2,0.00,0.85
49.98,-522,-455,16243,-36,63,-4,0.00,0.90
50.03,331,-262,16109,-13,38,-3,0.00,0.95
49.98,1179,-562,16566,2,25,-5,0.00,1.00
50.00,557,70,16818,13,19,-6,0.00,1.05
50.02,661,-431,17183,23,1,-7,0.00,1.10
50.00,978,-419,17035,48,-19,-10,0.00,1.15
49.98,848,-754,16775,45,-25,-5,0.00,1.20
50.10,720,-406,17109,68,-44,-2,0.00,1.25
49.92,696,-1227,16378,99,-79,0,0.00,1.30
50.01,1796,-2105,16379,70,-64,2,0.00,1.35
50.00,1660,-1384,15944,97,-6,6,0.00,1.40
50.01,7210,-1353,17368,136,-67,-4,0.00,1.45
49.98,6475,-1553,18432,68,-72,3,0.00,0.00
50.02,4462,-1176,17680,2,-3,-10,0.00,0.00
50.00,4322,-1770,17829,-85,56,-19,0.00,0.05
49.98,2517,422,19475,-92,65,-22,0.00,0.10
50.01,464,-284,15242,-124,46,-21,0.00,0.00
50.01,-2532,327,16278,-70,9,-14,0.00,0.00
49.98,-1670,626,16448,-20,-47,-11,0.00,0.05
50.10,-928,981,16530,-17,-35,-18,0.00,0.10
49.91,-1149,-150,16592,-34,-4,-20,0.00,0.15
50.00,-1186,698,17261,-21,-13,-20,0.00,0.20
50.00,-1608,1027,16271,-9,-20,-12,0.00,0.25
50.14,-1325,1433,16492,-32,-4,-6,0.00,0.30
49.84,-1186,1143,15988,-46,11,4,0.00,0.35
50.03,-1309,1803,16491,-19,-28,16,0.00,0.40
49.97,-2795,2959,15845,2,-36,19,0.00,0.45
50.04,-1796,2789,16160,49,-66,24,0.00,0.50
49.96,-3877,3750,16275,101,-86,30,0.00,0.55
50.01,-5221,4070,15894,139,-121,33,0.00,0.60
50.06,-4238,2088,15680,158,-148,35,0.00,0.65
49.97,-3032,2143,16059,156,-131,36,0.00,0.70
49.95,-2104,68,16811,141,-127,36,0.00,0.75
50.04,-694,-634,17159,109,-90,25,0.00,0.80
49.98,1937,-1619,18981,85,-101,38,0.00,0.85
50.00,4690,1206,18246,82,-87,37,0.00,0.00
50.02,1626,-1989,18597,17,-30,10,0.00,0.05
49.99,1699,3698,16245,35,-25,11,0.00,0.10
49.98,1296,487,13706,-65,73,5,0.00,0.00
50.04,-191,844,15315,11,18,3,0.00,0.00
49.98,733,1928,19127,115,-77,16,0.00,0.05
50.00,1731,41,15442,93,-119,27,0.00,0.00
50.04,1957,-2579,17861,68,-148,43,0.00,0.00
50.01,842,-844,15568,-71,13,28,0.00,0.00
49.94,-652,-1248,17369,-120,104,19,0.00,0.00
50.04,-758,-543,15291,-115,99,14,0.00,0.05
49.98,-510,195,16007,-148,184,-12,0.00,0.00
50.00,-1186,-706,16863,-111,145,1,0.00,0.05
50.01,341,-909,18440,-105,111,-3,0.00,0.10
50.00,2119,-1997,17096,-61,9,8,0.00,0.00
49.98,1912,1204,18959,-55,3,5,0.00,0.05
50.02,1217,1185,15926,-43,25,3,0.00,0.00
49.98,345,548,17116,-31,5,5,0.00,0.00
50.00,-322,-31,16452,-22,2,3,0.00,0.05
50.05,1330,-1614,15934,-20,-18,20,0.00,0.10
49.98,656,1686,15814,-47,-5,23,0.00,0.15
49.95,542,-826,16140,-76,34,19,0.00,0.20
50.04,325,523,16605,-111,117,1,0.00,0.25
49.98,-1120,292,16848,-158,164,-8,0.00,0.30
49.99,-95,-994,16778,-132,144,-13,0.00,0.35
50.02,704,1938,16428,-100,108,-14,0.00,0.40
50.00,2145,501,17418,-92,64,-4,0.00,0.45
49.98,379,-336,17056,-42,61,-17,0.00,0.50
50.04,1165,-371,17800,67,-52,0,0.00,0.55
49.96,984,-498,17593,138,-111,8,0.00,0.60
50.00,2212,-1847,15907,161,-125,13,0.00,0.65
50.07,631,-585,16342,156,-114,8,0.00,0.00
49.97,233,-1221,16820,79,-52,12,0.00,0.05
49.96,875,-1240,16716,8,7,12,0.00,0.10
50.03,1511,-1810,16831,-32,32,15,0.00,0.15
49.98,2171,-1704,16868,-16,101,20,0.00,0.20
50.00,4108,-1532,17940,-50,93,4,0.00,0.25
50.00,4620,-1483,15846,-152,41,9,0.00,0.00
50.01,2464,-575,20396,-175,134,-19,0.00,0.05
49.96,3732,-2005,17766,-104,52,1,0.00,0.00
50.04,2232,-1072,17853,-84,55,-14,0.00,0.05
49.96,-1259,-3178,12923,-33,1,5,0.00,0.10
50.09,847,377,14279,71,-109,30,0.00,0.00
49.92,-281,-1060,15128,167,-185,38,0.00,0.00
49.99,-2251,804,14490,231,-182,31,0.00,0.05
50.02,-2071,636,15725,213,-176,22,0.00,0.10
50.00,-1937,49,16282,158,-132,7,0.00,0.15
49.98,-1203,287,16508,78,-61,-15,0.00,0.20
50.04,-1042,1208,17082,-76,42,-31,0.00,0.25
49.98,-456,1839,17577,-199,131,-29,0.00,0.30
50.00,-372,1222,17813,-237,144,-19,0.00,0.35
50.01,-1338,1447,17420,-153,82,-3,0.00,0.40
50.00,-3621,1608,15917,10,-26,15,0.00,0.45
49.98,-2417,1325,16382,76,-84,26,0.00,0.50
50.10,-2208,2044,16168,33,-39,17,0.00,0.55
49.91,-2238,687,15785,4,-7,10,0.00,0.60
50.00,-2650,1195,15027,-12,24,5,0.00,0.65
50.00,-1735,1025,15963,-12,17,1,0.00,0.70
50.01,-1644,860,16351,24,-2,-6,0.00,0.75
49.98,-972,407,16201,72,-50,-6,0.00,0.80
50.04,3305,-486,16976,62,-93,7,0.00,0.85
49.98,2664,-906,17378,49,-98,2,0.00,0.90
49.99,468,195,15634,75,-77,1,0.00,0.95
50.02,-4532,-105,18676,74,21,-25,0.00,0.00
50.00,3115,156,16033,135,-124,10,0.00,0.00
49.97,-2122,-946,16086,75,-27,-1,0.00,0.00
50.09,-440,-844,14865,30,15,4,0.00,0.05
49.92,372,21,15526,18,-7,14,0.00,0.00
49.99,-414,138,17249,-17,7,24,0.00,0.05
50.02,-933,-595,16195,-55,68,14,0.00,0.00
50.00,-571,-453,16145,-66,65,15,0.00,0.05
49.97,959,-524,16172,-107,74,14,0.00,0.10
50.04,157,-687,16664,-116,92,8,0.00,0.15
49.98,-3,-311,17048,-115,95,6,0.00,0.20
50.00,389,-202,16568,-111,78,5,0.00,0.25
50.01,92,17,17047,-98,73,1,0.00,0.30
50.00,302,63,17038,-72,50,1,0.00,0.35
49.98,-2,123,17550,-67,42,-5,0.00,0.40
50.10,874,-16,16967,-41,19,-3,0.00,0.45
49.91,277,458,16695,-43,28,-5,0.00,0.50
50.00,621,604,16600,-46,11,-1,0.00,0.55
49.98,761,349,16006,-24,1,0,0.00,0.60
50.04,-465,97,16032,-3,2,-1,0.00,0.65
49.98,408,-216,16284,32,-32,9,0.00,0.70
49.99,-794,-191,17536,41,-1,0,0.00,0.75
50.01,-376,-1016,16578,32,5,0,0.00,0.00
50.01,404,-907,16403,19,7,0,0.00,0.05
49.98,-352,-1544,17254,-9,18,-2,0.00,0.10
50.04,-245,-661,17248,-41,48,-7,0.00,0.15
49.97,281,77,17193,-36,37,-5,0.00,0.20
50.00,237,-67,17253,-43,26,-3,0.00,0.25
50.06,-153,201,17228,-42,22,-6,0.00,0.30
49.97,473,360,17074,-47,21,-4,0.00,0.35
49.96,303,-2,16974,-43,20,-1,0.00,0.40
50.03,439,222,16591,-3,-3,0,0.00,0.45
49.98,319,156,16460,42,-40,-2,0.00,0.50
49.99,59,-393,16550,73,-54,-7,0.00,0.55
50.02,-3,49,16516,55,-38,-10,0.00,0.60
50.00,-170,-223,15814,42,-22,-16,0.00,0.65
49.98,497,-219,16299,41,-37,-8,0.00,0.70
50.03,95,-126,16192,43,-30,-11,0.00,0.75
49.98,-584,-14,16202,51,-37,-4,0.00,0.80
50.00,164,94,16518,35,-33,1,0.00,0.85
50.07,131,-319,16735,9,-3,1,0.00,0.90
49.97,92,-690,16455,-5,7,-1,0.00,0.95
49.95,-23,123,16801,16,-15,0,0.00,1.00
50.02,-237,101,17143,38,-21,1,0.00,1.05
50.01,99,78,17096,39,-32,3,0.00,1.10
50.00,365,-30,16884,19,-15,1,0.00,1.15
49.97,-93,-164,16904,-10,-1,7,0.00,1.20
50.05,-571,29,16722,-15,0,6,0.00,1.25
49.96,-314,-39,16505,-17,1,10,0.00,1.30
50.02,-590,-51,16185,-21,3,11,0.00,1.35
49.99,-72,268,16286,-28,8,8,0.00,1.40
50.01,-63,-22,16272,-37,31,6,0.00,1.45
49.98,341,-476,16217,17,-6,5,0.00,1.50
50.11,314,-80,16612,2,8,-3,0.00,1.55
49.90,0,436,17192,11,2,-4,0.00,1.60
50.02,-525,-822,16866,-13,33,-11,0.00,1.65
49.98,379,243,17020,-23,18,-5,0.00,1.70
50.04,-270,-198,16756,-32,30,-6,0.00,1.75
49.97,-86,78,16828,-33,17,-2,0.00,1.80
50.00,402,191,16556,-11,10,-5,0.00,1.85
50.01,829,117,16740,16,-19,-3,0.00,1.90
50.00,268,15,16916,18,-13,-6,0.00,1.95
49.97,-159,-116,16785,15,-3,-11,0.00,2.00
50.05,3,-124,16705,19,-8,-12,0.00,2.05
49.96,80,-253,16854,19,-17,-12,0.00,2.10
50.01,-35,-270,16589,13,-21,-8,0.00,2.15
50.06,-98,-13,16478,-1,-15,-3,0.00,2.20
49.98,141,-118,16313,-15,-10,2,0.00,2.25
49.94,466,-261,16320,-24,-1,8,0.00,2.30
50.06,-32,-149,16014,-29,5,8,0.00,2.35
49.96,-410,196,15992,-12,5,7,0.00,2.40
50.00,-60,211,16673,0,4,8,0.00,2.45
50.01,476,-114,17067,1,6,7,0.00,2.50
50.01,304,43,16837,2,7,2,0.00,2.55
49.96,181,-443,16917,16,-2,5,0.00,2.60
50.02,2,-680,16777,6,1,1,0.00,2.65
50.00,-36,-356,16909,4,1,-1,0.00,2.70
50.00,-183,-339,16338,-1,3,-4,0.00,2.75
49.98,-200,-62,16118,-13,12,-8,0.00,2.80
50.10,173,122,16409,-14,3,-10,0.00,2.85
49.92,-396,706,16665,0,5,-10,0.00,2.90
50.00,13,605,16667,-1,-2,-8,0.00,2.95
50.01,16,312,17178,4,-2,-4,0.00,3.00
50.01,97,661,16747,-1,-1,-5,0.00,3.05
49.96,-317,573,16953,5,-2,-2,0.00,3.10
50.06,-488,1,16688,15,-8,-1,0.00,3.15
49.96,-637,218,16412,6,-2,-1,0.00,3.20
50.02,-303,-222,16626,2,1,-2,0.00,3.25
49.99,-34,-289,16596,0,3,-3,0.00,3.30
50.01,-576,221,16385,0,6,-5,0.00,3.35
49.98,-130,-9,16764,0,0,-6,0.00,3.40
50.02,-87,19,16719,-8,7,-7,0.00,3.45
50.05,276,39,16718,-43,26,-10,0.00,3.50
49.98,-145,-220,17490,-25,17,-11,0.00,3.55
49.95,165,-63,16754,1,-13,-8,0.00,3.60
50.04,-62,700,16701,2,2,-12,0.00,3.65
49.97,63,24,16632,3,-15,2,0.00,3.70
50.00,76,-281,16484,-4,-3,-2,0.00,3.75
50.01,66,-294,16672,0,-7,-2,0.00,3.80
50.00,26,191,16498,3,-6,-5,0.00,3.85
49.97,-229,604,16692,7,-5,-8,0.00,3.90
50.04,134,164,16807,9,-6,-10,0.00,3.95
49.97,499,200,16954,18,-18,-6,0.00,4.00
50.01,-246,-63,16575,15,-11,-4,0.00,4.05
49.98,-310,-346,16697,17,-16,-2,0.00,4.10
50.11,-563,100,16350,15,-12,0,0.00,4.15
49.90,-364,50,16479,-1,-1,-1,0.00,4.20
50.01,-397,-36,16483,1,0,2,0.00,4.25
50.01,-38,-189,16478,0,0,-3,0.00,4.30
50.00,98,-780,16548,-6,4,-4,0.00,4.35
49.97,61,-414,16576,23,-1,-8,0.00,4.40
50.05,786,158,17005,14,-16,-2,0.00,4.45
49.97,-334,214,16857,1,8,-8,0.00,4.50
50.01,-536,-82,16884,2,5,-11,0.00,4.55
49.99,67,-136,16740,-6,4,-12,0.00,4.60
50.01,-16,-3,16642,-12,12,-15,0.00,4.65
49.98,-79,-149,16741,-8,8,-19,0.00,4.70
50.11,-127,-75,16187,-1,1,-23,0.00,4.75
49.90,143,258,16766,-12,0,-24,0.00,4.80
50.02,-40,586,16663,-13,1,-20,0.00,4.85
49.99,-65,94,16705,3,-21,-6,0.00,4.90
50.01,-22,-15,16506,-17,-8,-1,0.00,4.95
49.97,-227,76,16425,-8,-13,2,0.00,5.00
50.02,-659,879,16375,-12,-3,-1,0.00,5.05
50.01,-499,760,16266,-11,8,-5,0.00,5.10
50.13,191,105,16522,-25,29,-14,0.00,5.15
49.81,290,83,16700,-8,14,-19,0.00,5.20
50.07,289,-220,17178,-7,12,-19,0.00,5.25
49.97,126,-1337,17024,2,2,-16,0.00,5.30
50.01,209,-416,16483,12,-20,-8,0.00,5.35
50.05,92,-519,16415,0,-16,-4,0.00,5.40
49.98,-182,248,16648,8,-23,-1,0.00,5.45
49.95,107,-182,15754,11,-9,-6,0.00,5.50
50.04,409,-175,15980,-15,5,-6,0.00,5.55
49.97,272,147,15987,11,0,-11,0.00,5.60
50.01,979,-615,16732,16,-9,-9,0.00,5.65
50.00,1738,-998,16012,0,-11,-1,0.00,5.70
50.01,-702,1,15765,-6,21,-15,0.00,5.75
49.96,-523,-270,16740,4,-27,-6,0.00,5.80
50.06,400,356,16973,1,-13,-12,0.00,5.85
49.96,81,63,16531,30,-35,-7,0.00,5.90
50.01,-306,-456,16719,43,-45,-5,0.00,5.95
50.05,55,-207,16765,36,-26,-12,0.00,6.00
49.98,-144,215,16597,32,-18,-12,0.00,6.05
49.94,0,-429,16691,29,-11,-13,0.00,6.10
50.05,-10,332,16387,44,-22,-16,0.00,6.15
49.96,-1566,-1008,16324,42,-3,-20,0.00,6.20
50.01,-62,-291,15728,36,-39,-3,0.00,6.25
49.99,67,424,16903,-6,2,-9,0.00,6.30
50.02,-150,-571,16585,-20,5,-6,0.00,6.35
49.96,55,-77,16202,-14,-2,-6,0.00,6.40
50.02,-415,459,16872,-20,14,-7,0.00,6.45
50.01,-2748,1472,16987,-6,87,-37,0.00,6.50
50.00,1091,1832,19043,-41,-13,3,0.00,6.55
49.98,-882,11,16504,-34,33,-22,0.00,0.00
50.09,-209,640,15344,53,-43,-12,0.00,0.00
49.93,-252,473,17096,44,-39,-14,0.00,0.00
49.99,-822,404,16976,16,-23,-15,0.00,0.05
50.01,-1837,1142,16280,1,4,-17,0.00,0.10
49.99,-1240,738,16167,16,-12,-9,0.00,0.15
49.98,-637,530,16339,-27,16,-9,0.00,0.20
50.03,-517,565,16231,-72,64,-12,0.00,0.25
49.98,115,558,16480,-65,51,-4,0.00,0.30
50.00,235,-16,16349,-45,48,-1,0.00,0.35
50.01,-509,108,16977,-12,28,-2,0.00,0.40
49.99,-13,-100,16503,15,2,-3,0.00,0.45
49.99,534,-183,17024,23,-2,-9,0.00,0.50
50.10,387,-16,17257,19,10,-15,0.00,0.55
49.91,348,-648,17360,31,-11,-9,0.00,0.60
50.00,314,-359,16150,34,-8,-9,0.00,0.65
50.01,208,-1016,16688,16,-8,-9,0.00,0.70
50.00,402,-604,16408,-6,14,-12,0.00,0.75
49.98,709,-1145,16758,-2,13,-9,0.00,0.80
50.03,1329,-953,16214,8,-3,-11,0.00,0.85
49.98,965,-670,16904,0,25,-19,0.00,0.90
50.00,2107,-1067,16473,-1,18,-21,0.00,0.95
50.01,997,-3287,16464,-28,51,-20,0.00,1.00
50.00,1967,-2762,16643,-50,73,-21,0.00,1.05
49.97,2379,-2201,16801,-28,29,-2,0.00,1.10
50.12,1476,-438,16223,11,-5,-3,0.00,1.15
49.91,1344,-5105,15464,63,-85,13,0.00,1.20
50.01,-678,-820,14450,130,-126,13,0.00,1.25
49.98,-161,2024,17117,141,-136,5,0.00,0.00
50.02,-2226,782,16339,107,-86,-10,0.00,0.00
49.97,-2170,79,16543,77,-60,-23,0.00,0.05
50.03,-649,374,17074,10,-11,-36,0.00,0.10
49.98,-709,821,16943,-55,25,-36,0.00,0.15
50.00,441,-193,16746,-106,-7,-36,0.00,0.20
50.00,-1193,1088,16339,-100,49,-29,0.00,0.25
50.00,-646,350,16794,-122,52,-31,0.00,0.30
50.04,-1150,567,16438,-99,48,-27,0.00,0.35
49.97,-1699,876,15917,-43,12,-19,0.00,0.40
49.96,-1150,609,16097,-8,-9,-22,0.00,0.45
50.04,-777,811,16331,-44,18,-21,0.00,0.50
49.97,-1309,1359,16205,-63,46,-21,0.00,0.55
50.01,-1198,1357,15976,-64,41,-12,0.00,0.60
50.00,-1818,1354,17182,-65,52,-4,0.00,0.65
50.01,-2396,1619,16697,-69,52,4,0.00,0.70
49.98,-2082,2303,17172,-92,52,14,0.00,0.75
50.04,-2642,2179,16884,-106,68,21,0.00,0.80
49.96,-2329,2695,16247,-123,94,24,0.00,0.85
50.01,-3615,4085,15541,-120,86,34,0.00,0.90
50.05,-1437,1578,16657,-89,55,43,0.00,0.95
49.98,637,-884,16899,-47,50,39,0.00,1.00
49.95,850,-1185,16214,-2,5,34,0.00,1.05
50.04,2445,-2271,17008,14,-33,45,0.00,1.10
49.97,1335,-1867,13434,-96,46,39,0.00,1.15
50.00,1349,-778,14733,-148,102,34,0.00,0.00
50.01,-1900,-4617,17128,-71,15,39,0.00,0.05
49.99,3089,-1154,22653,27,-195,88,0.00,0.00
49.98,87,-1236,21066,171,-164,23,0.00,0.00
50.04,2019,-1697,13655,93,-75,-2,0.00,0.00
49.98,-418,-2056,15937,84,-90,14,0.00,0.00
50.00,-186,345,15606,108,-77,13,0.00,0.00
50.05,-1253,-1172,16241,156,-73,-7,0.00,0.00
49.99,-321,338,16766,160,-108,-2,0.00,0.05
49.95,373,2042,15957,119,-114,2,0.00,0.10
50.03,-1676,740,17771,86,-18,-21,0.00,0.15
49.99,-523,970,16890,83,-58,-12,0.00,0.00
49.99,-954,-725,15682,94,-57,-8,0.00,0.05
50.02,13,-226,16459,108,-89,6,0.00,0.10
50.00,705,668,14893,94,-95,14,0.00,0.15
49.97,-863,568,16955,68,-39,4,0.00,0.00
50.04,-271,1403,17432,43,-27,8,0.00,0.05
49.96,-1330,-588,16174,18,1,4,0.00,0.10
50.01,-247,131,17292,2,13,5,0.00,0.15
50.05,-675,202,16996,0,33,-2,0.00,0.20
49.98,160,934,16685,-1,15,-2,0.00,0.25
49.95,157,341,17011,-14,24,-2,0.00,0.30
50.04,370,700,16836,-19,13,0,0.00,0.35
49.98,-551,-835,16797,-10,28,-7,0.00,0.40
49.99,-757,-1886,16206,-10,25,-8,0.00,0.45
50.02,826,-1328,16125,23,-25,-2,0.00,0.50
50.00,168,-219,16661,9,10,-10,0.00,0.55
49.97,645,-254,16601,-7,7,-7,0.00,0.60
50.04,1174,-623,16351,-23,38,-6,0.00,0.65
49.96,-26,-202,16582,-29,39,-1,0.00,0.70
50.01,782,-1298,17008,-4,-5,8,0.00,0.75
50.06,1040,-857,17559,14,-4,6,0.00,0.80
49.97,952,-765,16820,-27,25,11,0.00,0.85
49.95,1136,-495,16488,-66,71,5,0.00,0.90
50.04,1862,-1290,16642,-79,64,14,0.00,0.95
49.97,1797,-1577,16604,-128,106,5,0.00,1.00
50.02,2303,-2317,16082,-135,161,15,0.00,1.05
50.00,2795,-2363,16813,-75,140,20,0.00,1.10
50.00,4501,1022,16565,-77,64,2,0.00,1.15
49.96,4770,-2738,21320,-109,75,0,0.00,1.20
50.04,4129,-953,16362,-80,40,7,0.00,0.00
49.97,-4494,-1327,14349,-29,7,-3,0.00,0.00
50.00,-1604,1666,15442,30,-34,-8,0.00,0.00
50.06,-1758,778,17483,23,-48,-10,0.00,0.00
49.97,-567,53,17762,53,-74,-15,0.00,0.05
49.96,-1107,897,16574,66,-103,-20,0.00,0.10
50.03,-1314,864,16929,75,-100,-15,0.00,0.15
49.98,-1780,1534,16471,69,-64,-20,0.00,0.20
49.99,-1077,839,17335,36,-27,-25,0.00,0.25
50.02,-1877,981,16654,12,-47,-17,0.00,0.30
49.99,-2177,1372,16489,12,-32,-23,0.00,0.35
49.98,-2382,2091,16915,29,-52,-17,0.00,0.40
50.03,-3418,2829,16343,15,-48,-20,0.00,0.45
49.98,-2964,2932,15992,-5,-26,-12,0.00,0.50
50.10,-3891,3663,16848,10,-31,-1,0.00,0.55
49.91,-5920,4999,16839,5,-18,10,0.00,0.60
49.99,-5372,4147,15462,-39,60,-14,0.00,0.00
50.02,-3925,2313,15697,-51,7,14,0.00,0.05
49.99,-783,99,11060,-37,-17,29,0.00,0.10
49.98,-858,380,16932,-42,15,14,0.00,0.00
50.04,-62,-214,17075,-42,32,9,0.00,0.00
49.98,-104,-1719,16465,-77,67,8,0.00,0.00
50.00,1717,1202,21136,3,-6,-23,0.00,0.05
50.00,1107,-2983,16042,96,-143,47,0.00,0.00
50.02,407,-1040,15585,185,-101,-42,0.00,0.00
49.96,-899,2479,17852,56,-73,26,0.00,0.00
50.09,-529,-880,16250,45,0,-2,0.00,0.00
49.95,-1211,-1605,14611,39,41,-15,0.00,0.05
49.98,2329,1907,16181,66,-111,18,0.00,0.00
50.02,270,347,16799,34,-54,11,0.00,0.05
49.99,-882,-970,16974,-4,0,7,0.00,0.10
49.98,-413,-651,16958,11,13,1,0.00,0.15
40.02,-668,217,16861,17,-2,1,0.00,0.20
49.99,-532,439,17658,22,0,2,0.00,0.24
49.98,-227,832,17051,49,-4,-4,0.00,0.29
50.01,695,-64,16604,14,-19,5,0.00,0.34
50.00,-985,217,17631,-23,33,-2,0.00,0.39
50.00,-104,-850,16888,-9,56,-8,0.00,0.44
49.98,280,-1047,15929,-31,42,-3,0.00,0.49
50.09,309,-1363,15912,14,-3,2,0.00,0.54
49.92,1320,-766,16888,55,-43,4,0.00,0.59
50.00,547,-827,17354,73,-51,4,0.00,0.64
50.01,1321,-476,18583,41,-34,8,0.00,0.69
49.99,1123,-1540,16124,-26,29,7,0.00,0.00
49.98,1005,-1369,16060,-32,42,6,0.00,0.00
50.04,1820,-1471,17272,6,13,9,0.00,0.05
49.97,1837,-1797,16224,-9,17,13,0.00,0.10
50.01,1745,-2730,16266,-28,26,14,0.00,0.15
50.01,2431,-2106,16934,-44,44,11,0.00,0.20
50.00,3679,-1653,16108,-87,120,9,0.00,0.25
49.97,169,-3497,16910,-187,265,7,0.00,0.30
